InvoiceNo,Date,Month,Day,weekday/weekend,Year Qrt,StoreID,ProductID,Category,Quantity,UnitPrice,Discount,CostPerUnit,CustomerType,PaymentMode,Revenue,Total cost,Profit margin,
INV1009717,"Friday, September 27, 2024",Sep,Friday,Weekday,2024-Q3,STR038,PRD0066,Accessories,3,8868.57,5,1843.77,New,Card,26605.71,5531.31,21074.4,
INV1009718,"Thursday, March 27, 2025",Mar,Thursday,Weekday,2025-Q1,STR002,PRD0104,Shoes,3,4205.94,0,1316.17,Returning,Card,12617.82,3948.51,8669.31,
INV1009719,"Sunday, May 12, 2024",May,Sunday,Weekend,2024-Q2,STR024,PRD0009,Clothing,2,4620.43,0,753.55,Returning,Card,9240.86,1507.1,7733.76,
INV1009720,"Thursday, October 17, 2024",Oct,Thursday,Weekday,2024-Q4,STR042,PRD0093,Shoes,5,1201.39,0,1650.43,New,Cash,6006.95,8252.15,-2245.2,
INV1009721,"Friday, March 7, 2025",Mar,Friday,Weekday,2025-Q1,STR019,PRD0034,Clothing,2,974.54,15,1991.25,Returning,Card,1949.08,3982.5,-2033.42,
INV1009722,"Tuesday, December 24, 2024",Dec,Tuesday,Weekday,2024-Q4,STR014,PRD0091,Shoes,3,4187.31,0,324.93,Returning,Digital,12561.93,974.79,11587.14,
INV1009723,"Friday, May 23, 2025",May,Friday,Weekday,2025-Q2,STR015,PRD0110,Shoes,2,4299.71,5,1638.32,Returning,Card,8599.42,3276.64,5322.78,
INV1009724,"Friday, September 5, 2025",Sep,Friday,Weekday,2025-Q3,STR039,PRD0005,Clothing,3,4473.83,0,1424.37,Returning,Card,13421.49,4273.11,9148.38,
INV1009725,"Wednesday, March 27, 2024",Mar,Wednesday,Weekday,2024-Q1,STR034,PRD0020,Clothing,3,1619.92,0,125.89,Returning,Digital,4859.76,377.67,4482.09,
INV1009726,"Saturday, December 9, 2023",Dec,Saturday,Weekend,2023-Q4,STR035,PRD0066,Accessories,5,8564.47,5,1577.18,Returning,Cash,42822.35,7885.9,34936.45,
INV1009727,"Monday, December 23, 2024",Dec,Monday,Weekday,2024-Q4,STR022,PRD0034,Clothing,6,4217.73,10,2315.42,Returning,Card,25306.38,13892.52,11413.86,
INV1009728,"Tuesday, October 14, 2025",Oct,Tuesday,Weekday,2025-Q4,STR022,PRD0040,Clothing,3,1141.49,0,1271.53,Returning,Cash,3424.47,3814.59,-390.12,
INV1009729,"Monday, March 24, 2025",Mar,Monday,Weekday,2025-Q1,STR044,PRD0072,Accessories,2,8967.47,10,1816.73,New,Card,17934.94,3633.46,14301.48,
INV1009730,"Friday, July 11, 2025",Jul,Friday,Weekday,2025-Q3,STR017,PRD0013,Clothing,2,2099.14,5,162.01,New,Digital,4198.28,324.02,3874.26,
INV1009731,"Sunday, June 29, 2025",Jun,Sunday,Weekend,2025-Q2,STR043,PRD0082,Shoes,4,2182.39,0,653.63,Returning,Digital,8729.56,2614.52,6115.04,
INV1009732,"Thursday, December 5, 2024",Dec,Thursday,Weekday,2024-Q4,STR048,PRD0013,Clothing,4,2412.47,15,147.75,Returning,Digital,9649.88,591,9058.88,
INV1009733,"Friday, August 16, 2024",Aug,Friday,Weekday,2024-Q3,STR034,PRD0075,Accessories,4,3764.71,10,1354.1,Returning,Digital,15058.84,5416.4,9642.44,
INV1009734,"Monday, December 16, 2024",Dec,Monday,Weekday,2024-Q4,STR019,PRD0079,Accessories,4,4306.51,0,593.03,New,Digital,17226.04,2372.12,14853.92,
INV1009735,"Monday, November 10, 2025",Nov,Monday,Weekday,2025-Q4,STR001,PRD0043,Accessories,6,743.39,20,592.09,New,Card,4460.34,3552.54,907.8,
INV1009736,"Sunday, September 28, 2025",Sep,Sunday,Weekend,2025-Q3,STR044,PRD0101,Shoes,5,3370.44,10,134.19,New,Card,16852.2,670.95,16181.25,
INV1009737,"Thursday, June 19, 2025",Jun,Thursday,Weekday,2025-Q2,STR005,PRD0080,Accessories,4,861.45,10,501.09,Returning,Card,3445.8,2004.36,1441.44,
INV1009738,"Wednesday, July 24, 2024",Jul,Wednesday,Weekday,2024-Q3,STR033,PRD0071,Accessories,5,3670.32,25,478.67,Returning,Digital,18351.6,2393.35,15958.25,
INV1009739,"Sunday, May 12, 2024",May,Sunday,Weekend,2024-Q2,STR023,PRD0046,Accessories,3,6618.26,10,575.93,Returning,Cash,19854.78,1727.79,18126.99,
INV1009740,"Saturday, August 24, 2024",Aug,Saturday,Weekend,2024-Q3,STR026,PRD0071,Accessories,2,977.37,15,586.61,New,Digital,1954.74,1173.22,781.52,
INV1009741,"Friday, February 28, 2025",Feb,Friday,Weekday,2025-Q1,STR040,PRD0097,Shoes,4,7300.95,10,1773.48,Returning,Digital,29203.8,7093.92,22109.88,
INV1009742,"Tuesday, December 5, 2023",Dec,Tuesday,Weekday,2023-Q4,STR034,PRD0033,Clothing,4,3246.94,25,914.02,Returning,Card,12987.76,3656.08,9331.68,
INV1009743,"Sunday, March 17, 2024",Mar,Sunday,Weekend,2024-Q1,STR025,PRD0075,Accessories,6,5720.38,20,1188.81,Returning,Card,34322.28,7132.86,27189.42,
INV1009744,"Thursday, November 21, 2024",Nov,Thursday,Weekday,2024-Q4,STR010,PRD0042,Accessories,6,2091.65,10,189.35,Returning,Digital,12549.9,1136.1,11413.8,
INV1009745,"Saturday, May 24, 2025",May,Saturday,Weekend,2025-Q2,STR022,PRD0029,Clothing,4,3416.67,20,1427.09,Returning,Card,13666.68,5708.36,7958.32,
INV1009746,"Friday, November 22, 2024",Nov,Friday,Weekday,2024-Q4,STR046,PRD0093,Shoes,5,4052.8,0,1916.27,New,Card,20264,9581.35,10682.65,
INV1009747,"Tuesday, February 20, 2024",Feb,Tuesday,Weekday,2024-Q1,STR010,PRD0046,Accessories,1,9920.24,0,600.71,Returning,Card,9920.24,600.71,9319.53,
INV1009748,"Monday, August 4, 2025",Aug,Monday,Weekday,2025-Q3,STR029,PRD0108,Shoes,4,6113.48,10,1036.53,New,Digital,24453.92,4146.12,20307.8,
INV1009749,"Thursday, January 11, 2024",Jan,Thursday,Weekday,2024-Q1,STR018,PRD0008,Clothing,2,1521.85,0,295.33,New,Digital,3043.7,590.66,2453.04,
INV1009750,"Monday, May 12, 2025",May,Monday,Weekday,2025-Q2,STR022,PRD0043,Accessories,2,6109.25,0,585.98,Returning,Cash,12218.5,1171.96,11046.54,
INV1009751,"Thursday, July 4, 2024",Jul,Thursday,Weekday,2024-Q3,STR041,PRD0081,Shoes,3,3359.33,0,1042.42,Returning,Cash,10077.99,3127.26,6950.73,
INV1009752,"Tuesday, April 2, 2024",Apr,Tuesday,Weekday,2024-Q2,STR044,PRD0073,Accessories,4,9428.03,15,1685.87,Returning,Cash,37712.12,6743.48,30968.64,
INV1009753,"Wednesday, June 5, 2024",Jun,Wednesday,Weekday,2024-Q2,STR041,PRD0096,Shoes,3,4632.05,5,875.73,Returning,Card,13896.15,2627.19,11268.96,
INV1009754,"Monday, September 16, 2024",Sep,Monday,Weekday,2024-Q3,STR011,PRD0043,Accessories,5,3419.07,20,523.51,Returning,Cash,17095.35,2617.55,14477.8,
INV1009755,"Wednesday, May 8, 2024",May,Wednesday,Weekday,2024-Q2,STR035,PRD0029,Clothing,3,2181.61,10,1421.38,Returning,Digital,6544.83,4264.14,2280.69,
INV1009756,"Friday, July 19, 2024",Jul,Friday,Weekday,2024-Q3,STR039,PRD0055,Accessories,2,8563.3,0,1439.67,New,Cash,17126.6,2879.34,14247.26,
INV1009757,"Saturday, August 16, 2025",Aug,Saturday,Weekend,2025-Q3,STR004,PRD0040,Clothing,2,4705.42,5,1378.45,Returning,Card,9410.84,2756.9,6653.94,
INV1009758,"Saturday, May 17, 2025",May,Saturday,Weekend,2025-Q2,STR005,PRD0094,Shoes,5,7944.22,20,813.58,Returning,Card,39721.1,4067.9,35653.2,
INV1009759,"Tuesday, October 21, 2025",Oct,Tuesday,Weekday,2025-Q4,STR040,PRD0029,Clothing,4,4264.7,20,1411.4,Returning,Digital,17058.8,5645.6,11413.2,
INV1009760,"Monday, July 8, 2024",Jul,Monday,Weekday,2024-Q3,STR007,PRD0056,Accessories,2,7709.86,10,1291.52,Returning,Digital,15419.72,2583.04,12836.68,
INV1009761,"Monday, March 17, 2025",Mar,Monday,Weekday,2025-Q1,STR021,PRD0114,Shoes,3,6321.05,5,420.01,Returning,Card,18963.15,1260.03,17703.12,
INV1009762,"Saturday, May 10, 2025",May,Saturday,Weekend,2025-Q2,STR022,PRD0067,Accessories,5,4092.42,15,459.27,Returning,Card,20462.1,2296.35,18165.75,
INV1009763,"Sunday, September 15, 2024",Sep,Sunday,Weekend,2024-Q3,STR049,PRD0041,Accessories,3,5009.68,15,1559.79,Returning,Digital,15029.04,4679.37,10349.67,
INV1009764,"Thursday, January 30, 2025",Jan,Thursday,Weekday,2025-Q1,STR016,PRD0002,Clothing,4,3422.18,15,172.2,New,Card,13688.72,688.8,12999.92,
INV1009765,"Sunday, June 9, 2024",Jun,Sunday,Weekend,2024-Q2,STR008,PRD0027,Clothing,2,1355.11,0,320.81,New,Digital,2710.22,641.62,2068.6,
INV1009766,"Saturday, March 15, 2025",Mar,Saturday,Weekend,2025-Q1,STR042,PRD0063,Accessories,2,4991.77,15,1243.6,Returning,Cash,9983.54,2487.2,7496.34,
INV1009767,"Saturday, December 23, 2023",Dec,Saturday,Weekend,2023-Q4,STR027,PRD0093,Shoes,5,948.38,15,1314.68,Returning,Card,4741.9,6573.4,-1831.5,
INV1009768,"Wednesday, March 27, 2024",Mar,Wednesday,Weekday,2024-Q1,STR010,PRD0112,Shoes,2,6431.18,10,492.29,Returning,Digital,12862.36,984.58,11877.78,
INV1009769,"Sunday, August 17, 2025",Aug,Sunday,Weekend,2025-Q3,STR003,PRD0097,Shoes,4,7549.65,5,1982.4,Returning,Digital,30198.6,7929.6,22269,
INV1009770,"Wednesday, September 18, 2024",Sep,Wednesday,Weekday,2024-Q3,STR022,PRD0063,Accessories,2,3668.53,15,1171.93,Returning,Card,7337.06,2343.86,4993.2,
INV1009771,"Thursday, July 11, 2024",Jul,Thursday,Weekday,2024-Q3,STR034,PRD0077,Accessories,1,2243.81,0,2116.85,New,Cash,2243.81,2116.85,126.96,
INV1009772,"Friday, November 24, 2023",Nov,Friday,Weekday,2023-Q4,STR018,PRD0099,Shoes,2,4460.4,0,2001.42,Returning,Digital,8920.8,4002.84,4917.96,
INV1009773,"Thursday, October 3, 2024",Oct,Thursday,Weekday,2024-Q4,STR027,PRD0087,Shoes,3,5552.8,10,1663.14,Returning,Digital,16658.4,4989.42,11668.98,
INV1009774,"Sunday, June 29, 2025",Jun,Sunday,Weekend,2025-Q2,STR004,PRD0086,Shoes,4,3678.88,10,551.98,New,Cash,14715.52,2207.92,12507.6,
INV1009775,"Tuesday, November 12, 2024",Nov,Tuesday,Weekday,2024-Q4,STR050,PRD0096,Shoes,3,6174.04,0,897.33,New,Card,18522.12,2691.99,15830.13,
INV1009776,"Monday, July 1, 2024",Jul,Monday,Weekday,2024-Q3,STR004,PRD0087,Shoes,2,6543.51,10,2125.59,New,Digital,13087.02,4251.18,8835.84,
INV1009777,"Friday, September 26, 2025",Sep,Friday,Weekday,2025-Q3,STR038,PRD0001,Clothing,2,745.79,0,1283.72,Returning,Card,1491.58,2567.44,-1075.86,
INV1009778,"Friday, December 27, 2024",Dec,Friday,Weekday,2024-Q4,STR049,PRD0037,Clothing,3,4493.5,15,1830.87,Returning,Card,13480.5,5492.61,7987.89,
INV1009779,"Friday, January 5, 2024",Jan,Friday,Weekday,2024-Q1,STR038,PRD0043,Accessories,2,4897.17,15,500.33,Returning,Digital,9794.34,1000.66,8793.68,
INV1009780,"Wednesday, January 31, 2024",Jan,Wednesday,Weekday,2024-Q1,STR012,PRD0082,Shoes,4,954.83,0,604.44,New,Cash,3819.32,2417.76,1401.56,
INV1009781,"Sunday, June 29, 2025",Jun,Sunday,Weekend,2025-Q2,STR026,PRD0054,Accessories,3,1653.8,0,1968.35,New,Digital,4961.4,5905.05,-943.65,
INV1009782,"Saturday, December 23, 2023",Dec,Saturday,Weekend,2023-Q4,STR006,PRD0102,Shoes,3,6573.15,0,1385.59,Returning,Card,19719.45,4156.77,15562.68,
INV1009783,"Thursday, February 20, 2025",Feb,Thursday,Weekday,2025-Q1,STR048,PRD0095,Shoes,3,3398.29,0,235.88,Returning,Card,10194.87,707.64,9487.23,
INV1009784,"Wednesday, March 5, 2025",Mar,Wednesday,Weekday,2025-Q1,STR038,PRD0080,Accessories,3,8170.62,0,465.03,Returning,Digital,24511.86,1395.09,23116.77,
INV1009785,"Saturday, April 13, 2024",Apr,Saturday,Weekend,2024-Q2,STR047,PRD0002,Clothing,4,4177.12,0,147.98,Returning,Cash,16708.48,591.92,16116.56,
INV1009786,"Tuesday, December 10, 2024",Dec,Tuesday,Weekday,2024-Q4,STR034,PRD0114,Shoes,4,4929.02,5,426.82,New,Cash,19716.08,1707.28,18008.8,
INV1009787,"Saturday, July 12, 2025",Jul,Saturday,Weekend,2025-Q3,STR037,PRD0078,Accessories,1,7555.51,0,1146.48,Returning,Card,7555.51,1146.48,6409.03,
INV1009788,"Sunday, July 28, 2024",Jul,Sunday,Weekend,2024-Q3,STR028,PRD0093,Shoes,4,4323.42,10,1367.54,Returning,Card,17293.68,5470.16,11823.52,
INV1009789,"Saturday, March 1, 2025",Mar,Saturday,Weekend,2025-Q1,STR024,PRD0059,Accessories,5,2145.86,15,476.47,New,Cash,10729.3,2382.35,8346.95,
INV1009790,"Sunday, December 15, 2024",Dec,Sunday,Weekend,2024-Q4,STR048,PRD0049,Accessories,3,4028.73,5,1354.53,Returning,Card,12086.19,4063.59,8022.6,
INV1009791,"Wednesday, June 12, 2024",Jun,Wednesday,Weekday,2024-Q2,STR037,PRD0091,Shoes,2,3741.27,10,278.11,Returning,Cash,7482.54,556.22,6926.32,
INV1009792,"Sunday, June 9, 2024",Jun,Sunday,Weekend,2024-Q2,STR005,PRD0018,Clothing,5,3117.21,0,1349.44,New,Digital,15586.05,6747.2,8838.85,
INV1009793,"Thursday, January 4, 2024",Jan,Thursday,Weekday,2024-Q1,STR006,PRD0019,Clothing,2,3973.87,0,1829.14,New,Digital,7947.74,3658.28,4289.46,
INV1009794,"Monday, March 24, 2025",Mar,Monday,Weekday,2025-Q1,STR048,PRD0055,Accessories,2,4316.23,0,1593.88,New,Cash,8632.46,3187.76,5444.7,
INV1009795,"Wednesday, September 3, 2025",Sep,Wednesday,Weekday,2025-Q3,STR036,PRD0101,Shoes,3,6632.7,0,138.33,Returning,Cash,19898.1,414.99,19483.11,
INV1009796,"Tuesday, December 17, 2024",Dec,Tuesday,Weekday,2024-Q4,STR034,PRD0098,Shoes,6,3160.89,10,888.36,Returning,Card,18965.34,5330.16,13635.18,
INV1009797,"Thursday, May 9, 2024",May,Thursday,Weekday,2024-Q2,STR024,PRD0078,Accessories,1,8588.86,5,1009.09,New,Cash,8588.86,1009.09,7579.77,
INV1009798,"Thursday, February 20, 2025",Feb,Thursday,Weekday,2025-Q1,STR005,PRD0012,Clothing,2,4658.5,10,1033.3,Returning,Card,9317,2066.6,7250.4,
INV1009799,"Sunday, June 1, 2025",Jun,Sunday,Weekend,2025-Q2,STR020,PRD0070,Accessories,3,8037.64,0,564.73,Returning,Cash,24112.92,1694.19,22418.73,
INV1009800,"Monday, May 27, 2024",May,Monday,Weekday,2024-Q2,STR036,PRD0102,Shoes,1,1553.05,0,1398.61,Returning,Card,1553.05,1398.61,154.44,
INV1009801,"Saturday, October 25, 2025",Oct,Saturday,Weekend,2025-Q4,STR026,PRD0027,Clothing,4,4395.82,0,290.91,New,Card,17583.28,1163.64,16419.64,
INV1009802,"Tuesday, July 22, 2025",Jul,Tuesday,Weekday,2025-Q3,STR006,PRD0055,Accessories,5,435.63,20,1189.7,Returning,Card,2178.15,5948.5,-3770.35,
INV1009803,"Thursday, December 5, 2024",Dec,Thursday,Weekday,2024-Q4,STR002,PRD0047,Accessories,7,6537.36,30,245.32,Returning,Cash,45761.52,1717.24,44044.28,
INV1009804,"Thursday, February 6, 2025",Feb,Thursday,Weekday,2025-Q1,STR050,PRD0075,Accessories,2,1092.61,0,1181.85,Returning,Digital,2185.22,2363.7,-178.48,
INV1009805,"Thursday, October 23, 2025",Oct,Thursday,Weekday,2025-Q4,STR022,PRD0072,Accessories,2,1584.11,0,2120.59,Returning,Cash,3168.22,4241.18,-1072.96,
INV1009806,"Saturday, September 28, 2024",Sep,Saturday,Weekend,2024-Q3,STR012,PRD0061,Accessories,4,8555.59,10,1743.16,Returning,Digital,34222.36,6972.64,27249.72,
INV1009807,"Thursday, November 30, 2023",Nov,Thursday,Weekday,2023-Q4,STR008,PRD0087,Shoes,6,7047.24,10,1631.65,New,Digital,42283.44,9789.9,32493.54,
INV1009808,"Monday, March 24, 2025",Mar,Monday,Weekday,2025-Q1,STR033,PRD0086,Shoes,3,3547.67,0,605.94,New,Digital,10643.01,1817.82,8825.19,
INV1009809,"Thursday, May 15, 2025",May,Thursday,Weekday,2025-Q2,STR035,PRD0067,Accessories,2,2374.56,5,456.2,New,Cash,4749.12,912.4,3836.72,
INV1009810,"Tuesday, August 19, 2025",Aug,Tuesday,Weekday,2025-Q3,STR011,PRD0004,Clothing,4,2576.18,0,514.17,Returning,Card,10304.72,2056.68,8248.04,
INV1009811,"Sunday, November 24, 2024",Nov,Sunday,Weekend,2024-Q4,STR012,PRD0066,Accessories,6,2392.78,0,1639.94,Returning,Digital,14356.68,9839.64,4517.04,
INV1009812,"Tuesday, August 6, 2024",Aug,Tuesday,Weekday,2024-Q3,STR013,PRD0100,Shoes,1,2202.66,0,1945.55,Returning,Cash,2202.66,1945.55,257.11,
INV1009813,"Thursday, February 29, 2024",Feb,Thursday,Weekday,2024-Q1,STR005,PRD0068,Accessories,5,6111.3,10,152.03,Returning,Digital,30556.5,760.15,29796.35,
INV1009814,"Tuesday, December 3, 2024",Dec,Tuesday,Weekday,2024-Q4,STR041,PRD0069,Accessories,3,7821.99,0,666.22,Returning,Cash,23465.97,1998.66,21467.31,
INV1009815,"Monday, December 30, 2024",Dec,Monday,Weekday,2024-Q4,STR044,PRD0094,Shoes,6,4910.32,0,1037.19,New,Digital,29461.92,6223.14,23238.78,
INV1009816,"Sunday, December 22, 2024",Dec,Sunday,Weekend,2024-Q4,STR022,PRD0096,Shoes,6,7414.09,10,920.09,New,Card,44484.54,5520.54,38964,
INV1009817,"Wednesday, May 7, 2025",May,Wednesday,Weekday,2025-Q2,STR012,PRD0018,Clothing,3,2570.83,20,1205.48,Returning,Cash,7712.49,3616.44,4096.05,
INV1009818,"Wednesday, September 25, 2024",Sep,Wednesday,Weekday,2024-Q3,STR004,PRD0075,Accessories,2,1029.03,0,1239.33,Returning,Cash,2058.06,2478.66,-420.6,
INV1009819,"Tuesday, April 23, 2024",Apr,Tuesday,Weekday,2024-Q2,STR010,PRD0015,Clothing,3,2764.32,0,1358.15,Returning,Digital,8292.96,4074.45,4218.51,
INV1009820,"Tuesday, July 15, 2025",Jul,Tuesday,Weekday,2025-Q3,STR004,PRD0106,Shoes,3,881.25,0,1373.07,Returning,Card,2643.75,4119.21,-1475.46,
INV1009821,"Sunday, July 20, 2025",Jul,Sunday,Weekend,2025-Q3,STR039,PRD0057,Accessories,6,1835.49,10,476.17,New,Digital,11012.94,2857.02,8155.92,
INV1009822,"Monday, January 22, 2024",Jan,Monday,Weekday,2024-Q1,STR002,PRD0013,Clothing,3,4432.74,0,134.62,Returning,Card,13298.22,403.86,12894.36,
INV1009823,"Saturday, September 14, 2024",Sep,Saturday,Weekend,2024-Q3,STR046,PRD0025,Clothing,7,3202.11,25,1630.48,New,Card,22414.77,11413.36,11001.41,
INV1009824,"Wednesday, May 8, 2024",May,Wednesday,Weekday,2024-Q2,STR010,PRD0090,Shoes,1,5913.14,0,170.17,Returning,Cash,5913.14,170.17,5742.97,
INV1009825,"Saturday, November 15, 2025",Nov,Saturday,Weekend,2025-Q4,STR044,PRD0008,Clothing,7,1340.23,5,294.16,New,Cash,9381.61,2059.12,7322.49,
INV1009826,"Monday, December 30, 2024",Dec,Monday,Weekday,2024-Q4,STR006,PRD0006,Clothing,4,2311.91,5,1115.74,Returning,Card,9247.64,4462.96,4784.68,
INV1009827,"Monday, October 14, 2024",Oct,Monday,Weekday,2024-Q4,STR046,PRD0088,Shoes,6,7321.51,25,899.82,Returning,Digital,43929.06,5398.92,38530.14,
INV1009828,"Monday, May 19, 2025",May,Monday,Weekday,2025-Q2,STR042,PRD0053,Accessories,1,3612.81,0,580.73,Returning,Cash,3612.81,580.73,3032.08,
INV1009829,"Thursday, July 4, 2024",Jul,Thursday,Weekday,2024-Q3,STR022,PRD0090,Shoes,1,4678.6,0,192.65,Returning,Cash,4678.6,192.65,4485.95,
INV1009830,"Thursday, July 10, 2025",Jul,Thursday,Weekday,2025-Q3,STR026,PRD0107,Shoes,5,6340.79,20,310.62,Returning,Card,31703.95,1553.1,30150.85,
INV1009831,"Monday, November 4, 2024",Nov,Monday,Weekday,2024-Q4,STR039,PRD0022,Clothing,3,3254.32,5,1287.53,New,Digital,9762.96,3862.59,5900.37,
INV1009832,"Thursday, May 23, 2024",May,Thursday,Weekday,2024-Q2,STR028,PRD0013,Clothing,7,1948.71,30,123.1,Returning,Digital,13640.97,861.7,12779.27,
INV1009833,"Monday, October 7, 2024",Oct,Monday,Weekday,2024-Q4,STR048,PRD0093,Shoes,5,4247.07,10,1548.44,Returning,Card,21235.35,7742.2,13493.15,
INV1009834,"Sunday, December 8, 2024",Dec,Sunday,Weekend,2024-Q4,STR035,PRD0111,Shoes,5,1541.34,15,1671.52,Returning,Cash,7706.7,8357.6,-650.9,
INV1009835,"Saturday, July 19, 2025",Jul,Saturday,Weekend,2025-Q3,STR041,PRD0018,Clothing,1,3592.8,0,1025.2,Returning,Cash,3592.8,1025.2,2567.6,
INV1009836,"Sunday, March 17, 2024",Mar,Sunday,Weekend,2024-Q1,STR027,PRD0051,Accessories,2,5851.78,5,676.28,Returning,Digital,11703.56,1352.56,10351,
INV1009837,"Friday, February 7, 2025",Feb,Friday,Weekday,2025-Q1,STR041,PRD0093,Shoes,4,6474.39,10,1903.29,Returning,Cash,25897.56,7613.16,18284.4,
INV1009838,"Thursday, September 11, 2025",Sep,Thursday,Weekday,2025-Q3,STR020,PRD0027,Clothing,2,4959.32,5,322.71,Returning,Digital,9918.64,645.42,9273.22,
INV1009839,"Saturday, May 24, 2025",May,Saturday,Weekend,2025-Q2,STR026,PRD0098,Shoes,4,5880.57,0,1315.67,New,Cash,23522.28,5262.68,18259.6,
INV1009840,"Friday, August 15, 2025",Aug,Friday,Weekday,2025-Q3,STR036,PRD0105,Shoes,8,5498.07,20,514.03,Returning,Card,43984.56,4112.24,39872.32,
INV1009841,"Tuesday, November 11, 2025",Nov,Tuesday,Weekday,2025-Q4,STR010,PRD0038,Clothing,4,1424.79,10,1242.64,Returning,Card,5699.16,4970.56,728.6,
INV1009842,"Wednesday, May 8, 2024",May,Wednesday,Weekday,2024-Q2,STR011,PRD0063,Accessories,3,5107.91,0,1246.24,Returning,Cash,15323.73,3738.72,11585.01,
INV1009843,"Monday, November 10, 2025",Nov,Monday,Weekday,2025-Q4,STR009,PRD0101,Shoes,3,7745.62,5,100.16,Returning,Cash,23236.86,300.48,22936.38,
INV1009844,"Tuesday, October 29, 2024",Oct,Tuesday,Weekday,2024-Q4,STR018,PRD0038,Clothing,5,1032.1,25,1382.51,New,Card,5160.5,6912.55,-1752.05,
INV1009845,"Friday, May 30, 2025",May,Friday,Weekday,2025-Q2,STR002,PRD0085,Shoes,1,2146.99,5,962.03,New,Card,2146.99,962.03,1184.96,
INV1009846,"Sunday, November 16, 2025",Nov,Sunday,Weekend,2025-Q4,STR010,PRD0032,Clothing,5,4710.44,10,1624.71,Returning,Digital,23552.2,8123.55,15428.65,
INV1009847,"Wednesday, October 22, 2025",Oct,Wednesday,Weekday,2025-Q4,STR011,PRD0109,Shoes,2,2791.71,5,1053.59,New,Digital,5583.42,2107.18,3476.24,
INV1009848,"Thursday, September 11, 2025",Sep,Thursday,Weekday,2025-Q3,STR036,PRD0096,Shoes,1,7771.61,0,982.48,New,Card,7771.61,982.48,6789.13,
INV1009849,"Friday, August 15, 2025",Aug,Friday,Weekday,2025-Q3,STR020,PRD0042,Accessories,4,3617.16,5,168.58,Returning,Cash,14468.64,674.32,13794.32,
INV1009850,"Tuesday, December 19, 2023",Dec,Tuesday,Weekday,2023-Q4,STR016,PRD0093,Shoes,5,2429.8,5,1715.89,Returning,Card,12149,8579.45,3569.55,
INV1009851,"Sunday, September 22, 2024",Sep,Sunday,Weekend,2024-Q3,STR009,PRD0096,Shoes,4,1068.94,15,872.1,Returning,Cash,4275.76,3488.4,787.36,
INV1009852,"Saturday, May 4, 2024",May,Saturday,Weekend,2024-Q2,STR015,PRD0073,Accessories,2,4702.74,0,1595.31,New,Cash,9405.48,3190.62,6214.86,
INV1009853,"Wednesday, September 3, 2025",Sep,Wednesday,Weekday,2025-Q3,STR020,PRD0079,Accessories,2,4867.31,15,636.63,Returning,Cash,9734.62,1273.26,8461.36,
INV1009854,"Saturday, October 5, 2024",Oct,Saturday,Weekend,2024-Q4,STR026,PRD0010,Clothing,4,1794.71,5,146.4,Returning,Card,7178.84,585.6,6593.24,
INV1009855,"Tuesday, May 27, 2025",May,Tuesday,Weekday,2025-Q2,STR010,PRD0073,Accessories,1,1215.86,0,1851.2,Returning,Cash,1215.86,1851.2,-635.34,
INV1009856,"Tuesday, April 9, 2024",Apr,Tuesday,Weekday,2024-Q2,STR014,PRD0049,Accessories,2,7848.36,0,1142.56,New,Card,15696.72,2285.12,13411.6,
INV1009857,"Friday, June 28, 2024",Jun,Friday,Weekday,2024-Q2,STR022,PRD0004,Clothing,3,1199.86,5,540.99,Returning,Card,3599.58,1622.97,1976.61,
INV1009858,"Friday, August 16, 2024",Aug,Friday,Weekday,2024-Q3,STR001,PRD0081,Shoes,4,4597.18,20,1246.08,Returning,Card,18388.72,4984.32,13404.4,
INV1009859,"Tuesday, August 27, 2024",Aug,Tuesday,Weekday,2024-Q3,STR036,PRD0027,Clothing,3,3578.8,0,317.95,Returning,Cash,10736.4,953.85,9782.55,
INV1009860,"Wednesday, December 4, 2024",Dec,Wednesday,Weekday,2024-Q4,STR005,PRD0040,Clothing,6,1519.12,0,1063.44,New,Cash,9114.72,6380.64,2734.08,
INV1009861,"Tuesday, November 28, 2023",Nov,Tuesday,Weekday,2023-Q4,STR036,PRD0086,Shoes,4,6331.77,0,438.98,Returning,Digital,25327.08,1755.92,23571.16,
INV1009862,"Monday, November 10, 2025",Nov,Monday,Weekday,2025-Q4,STR001,PRD0058,Accessories,4,1187.64,10,1724.57,Returning,Card,4750.56,6898.28,-2147.72,
INV1009863,"Monday, October 6, 2025",Oct,Monday,Weekday,2025-Q4,STR007,PRD0064,Accessories,5,7905.15,5,1483.66,Returning,Card,39525.75,7418.3,32107.45,
INV1009864,"Wednesday, July 30, 2025",Jul,Wednesday,Weekday,2025-Q3,STR021,PRD0067,Accessories,4,6726.04,10,559.58,Returning,Card,26904.16,2238.32,24665.84,
INV1009865,"Saturday, August 3, 2024",Aug,Saturday,Weekend,2024-Q3,STR021,PRD0057,Accessories,7,869.59,20,477.05,Returning,Digital,6087.13,3339.35,2747.78,
INV1009866,"Thursday, September 18, 2025",Sep,Thursday,Weekday,2025-Q3,STR011,PRD0051,Accessories,3,2971.89,0,710.04,Returning,Digital,8915.67,2130.12,6785.55,
